,p_gender,p_race,p_att,path,p_profile,author_name,author_tag,text,p_issue,p_lean,p_retweet,retweet,quote,like,p_output,time
1607,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,regular_username,Young Le,@YoungLe,Labeling genetically modified foods is about empowering consumers with information and promoting transparency in our food system.,Labeling_GMOs,Liberal,medium,77,45,103,male_asian_regular_username_prof_Labeling_GMOs_Liberal_reactionmedium.png,2022-07-05 14:34
1608,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_9.png,regular_username,Young Le,@YoungLe,Mandatory child vaccinations set a dangerous precedent of government overreach.,Mandating_Child_vaccinations,Conservative,high,521,162,2733,male_asian_regular_username_prof_Mandating_Child_vaccinations_Conservative_reactionhigh.png,2022-07-05 14:34
1609,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_1.png,regular_username,Andy Kim,@AndyKim,Mandatory child vaccinations set a dangerous precedent of government overreach.,Mandating_Child_vaccinations,Conservative,low,0,2,35,male_asian_regular_username_prof_Mandating_Child_vaccinations_Conservative_reactionlow.png,2022-07-05 14:34
1610,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_6.png,regular_username,Dan Yang,@DanYang,Mandating child vaccinations infringes upon parental rights and personal freedom over medical decisions.,Mandating_Child_vaccinations,Conservative,medium,72,35,103,male_asian_regular_username_prof_Mandating_Child_vaccinations_Conservative_reactionmedium.png,2022-07-05 14:34
1611,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,regular_username,Young Le,@YoungLe,Mandatory child vaccinations protect public health by preventing the spread of dangerous diseases and safeguarding vulnerable individuals.,Mandating_Child_vaccinations,Liberal,high,711,238,3035,male_asian_regular_username_prof_Mandating_Child_vaccinations_Liberal_reactionhigh.png,2022-07-05 14:34
1612,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,regular_username,Eric Wang,@EricWang,Mandatory child vaccinations protect public health by preventing the spread of dangerous diseases and safeguarding vulnerable individuals.,Mandating_Child_vaccinations,Liberal,low,0,0,41,male_asian_regular_username_prof_Mandating_Child_vaccinations_Liberal_reactionlow.png,2022-07-05 14:34
1613,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,regular_username,Dan Yang,@DanYang,Mandatory child vaccinations are supported by medical professionals worldwide and have proven to eliminate diseases that were once widespread threats to children's health.,Mandating_Child_vaccinations,Liberal,medium,97,45,240,male_asian_regular_username_prof_Mandating_Child_vaccinations_Liberal_reactionmedium.png,2022-07-05 14:34
1614,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_9.png,regular_username,Dan Yang,@DanYang,"Nuclear energy can help decrease air pollution, improving public health and the environment.",Nuclear_Energy,Conservative,high,801,238,2733,male_asian_regular_username_prof_Nuclear_Energy_Conservative_reactionhigh.png,2022-07-05 14:34
1615,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_9.png,regular_username,Eric Wang,@EricWang,Nuclear energy is a clean and reliable source of power that can help our future.,Nuclear_Energy,Conservative,low,0,0,25,male_asian_regular_username_prof_Nuclear_Energy_Conservative_reactionlow.png,2022-07-05 14:34
1616,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_4.png,regular_username,Eric Wang,@EricWang,"Nuclear energy can help decrease air pollution, improving public health and the environment.",Nuclear_Energy,Conservative,medium,77,45,142,male_asian_regular_username_prof_Nuclear_Energy_Conservative_reactionmedium.png,2022-07-05 14:34
1617,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,regular_username,Andy Kim,@AndyKim,"Nuclear energy is not cost-effective, and the high upfront costs of building and maintaining nuclear plants cannot be justified.",Nuclear_Energy,Liberal,high,801,238,3035,male_asian_regular_username_prof_Nuclear_Energy_Liberal_reactionhigh.png,2022-07-05 14:34
1618,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,regular_username,Andy Kim,@AndyKim,"The risks of nuclear energy far outweigh any potential benefits, and we must transition to other energy sources as quickly as possible.",Nuclear_Energy,Liberal,low,0,1,41,male_asian_regular_username_prof_Nuclear_Energy_Liberal_reactionlow.png,2022-07-05 14:34
1619,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,regular_username,Andy Kim,@AndyKim,"The risks of nuclear energy far outweigh any potential benefits, and we must transition to other energy sources as quickly as possible.",Nuclear_Energy,Liberal,medium,97,35,240,male_asian_regular_username_prof_Nuclear_Energy_Liberal_reactionmedium.png,2022-07-05 14:34
1620,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_10.png,regular_username,Dan Yang,@DanYang,Private investment of Social Security funds would create a personal ownership stake. It's time to prioritize individual empowerment over government dependency.,Privatize_Social_Security,Conservative,high,801,173,2799,male_asian_regular_username_prof_Privatize_Social_Security_Conservative_reactionhigh.png,2022-07-05 14:34
1621,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_7.png,regular_username,Dan Yang,@DanYang,Allowing citizens to privately invest their Social Security funds would empower individuals and promote personal responsibility.,Privatize_Social_Security,Conservative,low,4,1,25,male_asian_regular_username_prof_Privatize_Social_Security_Conservative_reactionlow.png,2022-07-05 14:34
1622,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,regular_username,Dan Yang,@DanYang,"Individuals should have the right to invest their Social Security contributions in assets they believe in, such as stocks or bonds.",Privatize_Social_Security,Conservative,medium,97,35,103,male_asian_regular_username_prof_Privatize_Social_Security_Conservative_reactionmedium.png,2022-07-05 14:34
1623,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_3.png,regular_username,Young Le,@YoungLe,Allowing private investment of Social Security funds would expose retirees to the volatility of the stock market. We cannot gamble with the hard-earned savings of our seniors.,Privatize_Social_Security,Liberal,high,521,162,3035,male_asian_regular_username_prof_Privatize_Social_Security_Liberal_reactionhigh.png,2022-07-05 14:34
1624,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_9.png,regular_username,Eric Wang,@EricWang,The current Social Security system has been successful in lifting millions of seniors out of poverty. Privatization would jeopardize this progress and leave many elderly Americans struggling to make ends meet.,Privatize_Social_Security,Liberal,low,4,2,35,male_asian_regular_username_prof_Privatize_Social_Security_Liberal_reactionlow.png,2022-07-05 14:34
1625,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,regular_username,Eric Wang,@EricWang,Privatizing Social Security would put the retirement security of millions of Americans at risk.,Privatize_Social_Security,Liberal,medium,77,24,103,male_asian_regular_username_prof_Privatize_Social_Security_Liberal_reactionmedium.png,2022-07-05 14:34
1626,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,regular_username,Dan Yang,@DanYang,"Frivolous lawsuits drive up the cost of doing business, and tort reform can help create a more fair and efficient legal system.",Tort_Reform,Conservative,high,801,238,2799,male_asian_regular_username_prof_Tort_Reform_Conservative_reactionhigh.png,2022-07-05 14:34
1627,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,regular_username,Eric Wang,@EricWang,"By limiting excessive damages and lowering the cost of litigation, tort reform can encourage innovation and support economic growth.",Tort_Reform,Conservative,low,0,1,25,male_asian_regular_username_prof_Tort_Reform_Conservative_reactionlow.png,2022-07-05 14:34
1628,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_1.png,regular_username,Andy Kim,@AndyKim,Tort reform is necessary to reduce the high cost of healthcare and other goods and services.,Tort_Reform,Conservative,medium,97,35,103,male_asian_regular_username_prof_Tort_Reform_Conservative_reactionmedium.png,2022-07-05 14:34
1629,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,regular_username,Andy Kim,@AndyKim,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Tort_Reform,Liberal,high,801,162,2799,male_asian_regular_username_prof_Tort_Reform_Liberal_reactionhigh.png,2022-07-05 14:34
1630,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_9.png,regular_username,Eric Wang,@EricWang,"Instead of tort reform, we should focus on holding corporations accountable for their actions and ensuring that victims receive fair compensation.",Tort_Reform,Liberal,low,0,1,25,male_asian_regular_username_prof_Tort_Reform_Liberal_reactionlow.png,2022-07-05 14:34
1631,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_7.png,regular_username,Andy Kim,@AndyKim,"Frivolous lawsuits that tort reform claims to prevent are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Tort_Reform,Liberal,medium,72,24,142,male_asian_regular_username_prof_Tort_Reform_Liberal_reactionmedium.png,2022-07-05 14:34
1632,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_2.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,"Abortion not only ends the life of the unborn child, but it also has negative physical and emotional effects on the mother.",Abortion,Conservative,high,521,162,3035,male_asian_representative_username_prof_Abortion_Conservative_reactionhigh.png,2022-07-05 14:34
1633,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_2.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,"Abortion is not healthcare, it is the taking of a human life.",Abortion,Conservative,low,0,0,25,male_asian_representative_username_prof_Abortion_Conservative_reactionlow.png,2022-07-05 14:34
1634,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_6.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,"Abortion is not a solution to unplanned pregnancies, adoption is a loving option that allows the child to live.",Abortion,Conservative,medium,97,35,142,male_asian_representative_username_prof_Abortion_Conservative_reactionmedium.png,2022-07-05 14:34
1635,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_8.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,Denying women access to abortion only puts their health and lives at risk.,Abortion,Liberal,high,711,238,3035,male_asian_representative_username_prof_Abortion_Liberal_reactionhigh.png,2022-07-05 14:34
1636,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_3.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Abortion is a necessary healthcare option that allows women to have control over their own bodies and lives.,Abortion,Liberal,low,0,1,41,male_asian_representative_username_prof_Abortion_Liberal_reactionlow.png,2022-07-05 14:34
1637,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,"Abortion is a fundamental right guaranteed by the Constitution, and must be protected for all women.",Abortion,Liberal,medium,97,24,103,male_asian_representative_username_prof_Abortion_Liberal_reactionmedium.png,2022-07-05 14:34
1638,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,representative_username,Representative Young Le,@RepresentativeYoungLe,Birthright citizenship was never intended to be a loophole for illegal immigration. It's time to restore the original intent of the 14th Amendment by ending birthright citizenship for children of illegal immigrants.,Ban_birthright_citizenship_for_children_of_illegal_immigrants,Conservative,high,521,173,3035,male_asian_representative_username_prof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Conservative_reactionhigh.png,2022-07-05 14:34
1639,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Birthright citizenship should be reserved for those who enter our country legally. Ending birthright citizenship for children of illegal immigrants is a step towards upholding the rule of law.,Ban_birthright_citizenship_for_children_of_illegal_immigrants,Conservative,low,0,2,25,male_asian_representative_username_prof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Conservative_reactionlow.png,2022-07-05 14:34
1640,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_9.png,representative_username,Representative Young Le,@RepresentativeYoungLe,Birthright citizenship should be reserved for those who enter our country legally. Ending birthright citizenship for children of illegal immigrants is a step towards upholding the rule of law.,Ban_birthright_citizenship_for_children_of_illegal_immigrants,Conservative,medium,77,24,240,male_asian_representative_username_prof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Conservative_reactionmedium.png,2022-07-05 14:34
1641,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Birthright citizenship is not a loophole; it's a constitutional right enshrined in the 14th Amendment. It guarantees equal protection under the law to all individuals born on American soil. Let's reject attempts to undermine the rights of immigrant children.,Ban_birthright_citizenship_for_children_of_illegal_immigrants,Liberal,high,801,162,2733,male_asian_representative_username_prof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Liberal_reactionhigh.png,2022-07-05 14:34
1642,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,Birthright citizenship is a fundamental principle of equality. Ending it for children of illegal immigrants would go against our values as a nation that believes in providing a fair chance for all.,Ban_birthright_citizenship_for_children_of_illegal_immigrants,Liberal,low,4,1,25,male_asian_representative_username_prof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Liberal_reactionlow.png,2022-07-05 14:34
1643,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_1.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,Denying birthright citizenship to children of undocumented immigrants would create a permanent underclass of individuals who lack the same rights as their peers. Let's stand up for justice and equality by ensuring that every child born on American soil is treated with dignity and respect.,Ban_birthright_citizenship_for_children_of_illegal_immigrants,Liberal,medium,72,35,142,male_asian_representative_username_prof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Liberal_reactionmedium.png,2022-07-05 14:34
1644,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_2.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Gun control only serves to prevent law-abiding citizens from defending themselves and make them more vulnerable to criminals and tyrants.,Gun_Control,Conservative,high,711,238,2799,male_asian_representative_username_prof_Gun_Control_Conservative_reactionhigh.png,2022-07-05 14:34
1645,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_6.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,"Criminals will always find ways to obtain guns, regardless of the laws in place.",Gun_Control,Conservative,low,4,1,25,male_asian_representative_username_prof_Gun_Control_Conservative_reactionlow.png,2022-07-05 14:34
1646,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,"Gun control is not the solution, addressing the root causes of violence and mental illness is the key to reducing gun violence.",Gun_Control,Conservative,medium,72,45,240,male_asian_representative_username_prof_Gun_Control_Conservative_reactionmedium.png,2022-07-05 14:34
1647,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_9.png,representative_username,Representative Young Le,@RepresentativeYoungLe,Gun ownership should not be unlimited. Reasonable regulations are necessary to keep communities safe.,Gun_Control,Liberal,high,521,162,3035,male_asian_representative_username_prof_Gun_Control_Liberal_reactionhigh.png,2022-07-05 14:34
1648,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_8.png,representative_username,Representative Young Le,@RepresentativeYoungLe,"Gun control is not about taking away guns from law-abiding citizens, it's about saving lives and making our communities safer.",Gun_Control,Liberal,low,0,2,25,male_asian_representative_username_prof_Gun_Control_Liberal_reactionlow.png,2022-07-05 14:34
1649,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_0.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Gun violence is a public health crisis that must be addressed with common sense gun control measures.,Gun_Control,Liberal,medium,97,35,103,male_asian_representative_username_prof_Gun_Control_Liberal_reactionmedium.png,2022-07-05 14:34
1650,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_8.png,representative_username,Representative Young Le,@RepresentativeYoungLe,Labeling genetically modified foods would undermine American competitiveness in the global market by preventing farmers from using the best tools available.,Labeling_GMOs,Conservative,high,711,162,3035,male_asian_representative_username_prof_Labeling_GMOs_Conservative_reactionhigh.png,2022-07-05 14:34
1651,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_4.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,"Mandatory labeling of genetically modified foods would drive up costs for farmers and consumers, without providing any meaningful benefit.",Labeling_GMOs,Conservative,low,0,2,41,male_asian_representative_username_prof_Labeling_GMOs_Conservative_reactionlow.png,2022-07-05 14:34
1652,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_10.png,representative_username,Representative Young Le,@RepresentativeYoungLe,Labeling genetically modified foods would undermine American competitiveness in the global market by preventing farmers from using the best tools available.,Labeling_GMOs,Conservative,medium,77,35,103,male_asian_representative_username_prof_Labeling_GMOs_Conservative_reactionmedium.png,2022-07-05 14:34
1653,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_6.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Labeling genetically modified foods promotes sustainability and supports the growing demand for organic and non-GMO options.,Labeling_GMOs,Liberal,high,521,173,2733,male_asian_representative_username_prof_Labeling_GMOs_Liberal_reactionhigh.png,2022-07-05 14:34
1654,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_4.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,Mandatory labeling of genetically modified foods ensures equity and protects those with dietary restrictions or allergies.,Labeling_GMOs,Liberal,low,4,0,35,male_asian_representative_username_prof_Labeling_GMOs_Liberal_reactionlow.png,2022-07-05 14:34
1655,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_3.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,Labeling genetically modified foods promotes sustainability and supports the growing demand for organic and non-GMO options.,Labeling_GMOs,Liberal,medium,77,24,142,male_asian_representative_username_prof_Labeling_GMOs_Liberal_reactionmedium.png,2022-07-05 14:34
1656,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_10.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Mandatory child vaccinations set a dangerous precedent of government overreach.,Mandating_Child_vaccinations,Conservative,high,711,173,2733,male_asian_representative_username_prof_Mandating_Child_vaccinations_Conservative_reactionhigh.png,2022-07-05 14:34
1657,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,representative_username,Representative Young Le,@RepresentativeYoungLe,"Imposing mandatory child vaccinations disregards individual health circumstances. Medical decisions should be made on a case-by-case basis, not through one-size-fits-all mandates.",Mandating_Child_vaccinations,Conservative,low,0,1,25,male_asian_representative_username_prof_Mandating_Child_vaccinations_Conservative_reactionlow.png,2022-07-05 14:34
1658,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_4.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,"The effectiveness of vaccines should be trusted, but it's important to respect the rights of those who choose alternative methods for protecting their children's health.",Mandating_Child_vaccinations,Conservative,medium,72,24,142,male_asian_representative_username_prof_Mandating_Child_vaccinations_Conservative_reactionmedium.png,2022-07-05 14:34
1659,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_0.png,representative_username,Representative Young Le,@RepresentativeYoungLe,Mandatory child vaccinations protect public health by preventing the spread of dangerous diseases and safeguarding vulnerable individuals.,Mandating_Child_vaccinations,Liberal,high,801,162,2733,male_asian_representative_username_prof_Mandating_Child_vaccinations_Liberal_reactionhigh.png,2022-07-05 14:34
1660,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_1.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,Mandatory child vaccinations prioritize the rights and well-being of all children. It ensures that every child has an equal opportunity to grow up in a healthy environment.,Mandating_Child_vaccinations,Liberal,low,4,2,41,male_asian_representative_username_prof_Mandating_Child_vaccinations_Liberal_reactionlow.png,2022-07-05 14:34
1661,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_10.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,Child vaccinations not only protect the vaccinated child but also shield those who are unable to receive vaccines due to medical reasons.,Mandating_Child_vaccinations,Liberal,medium,72,45,142,male_asian_representative_username_prof_Mandating_Child_vaccinations_Liberal_reactionmedium.png,2022-07-05 14:34
1662,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_4.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Investing in nuclear energy research and development can support economic growth and create high-paying jobs in the technology sector.,Nuclear_Energy,Conservative,high,801,173,2733,male_asian_representative_username_prof_Nuclear_Energy_Conservative_reactionhigh.png,2022-07-05 14:34
1663,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_6.png,representative_username,Representative Young Le,@RepresentativeYoungLe,"Nuclear energy can help decrease air pollution, improving public health and the environment.",Nuclear_Energy,Conservative,low,0,1,25,male_asian_representative_username_prof_Nuclear_Energy_Conservative_reactionlow.png,2022-07-05 14:34
1664,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_7.png,representative_username,Representative Young Le,@RepresentativeYoungLe,"Nuclear power plants generate electricity without emitting greenhouse gases, making them a key solution for future generations.",Nuclear_Energy,Conservative,medium,77,45,142,male_asian_representative_username_prof_Nuclear_Energy_Conservative_reactionmedium.png,2022-07-05 14:34
1665,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_3.png,representative_username,Representative Young Le,@RepresentativeYoungLe,"The risks of nuclear energy far outweigh any potential benefits, and we must transition to other energy sources as quickly as possible.",Nuclear_Energy,Liberal,high,521,162,3035,male_asian_representative_username_prof_Nuclear_Energy_Liberal_reactionhigh.png,2022-07-05 14:34
1666,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,representative_username,Representative Young Le,@RepresentativeYoungLe,"Renewable energy sources like solar and wind are safer, cheaper, and more sustainable than nuclear power.",Nuclear_Energy,Liberal,low,0,2,25,male_asian_representative_username_prof_Nuclear_Energy_Liberal_reactionlow.png,2022-07-05 14:34
1667,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_2.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,"Nuclear energy is not a safe or clean source of power, as accidents and disasters like Fukushima and Chernobyl have shown.",Nuclear_Energy,Liberal,medium,72,24,142,male_asian_representative_username_prof_Nuclear_Energy_Liberal_reactionmedium.png,2022-07-05 14:34
1668,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_4.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,Allowing citizens to privately invest their Social Security funds would empower individuals and promote personal responsibility.,Privatize_Social_Security,Conservative,high,521,238,2799,male_asian_representative_username_prof_Privatize_Social_Security_Conservative_reactionhigh.png,2022-07-05 14:34
1669,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_2.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,"Individuals should have the right to invest their Social Security contributions in assets they believe in, such as stocks or bonds.",Privatize_Social_Security,Conservative,low,4,1,35,male_asian_representative_username_prof_Privatize_Social_Security_Conservative_reactionlow.png,2022-07-05 14:34
1670,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_0.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Private investment options for Social Security would create competition and drive better returns for retirees.,Privatize_Social_Security,Conservative,medium,97,45,142,male_asian_representative_username_prof_Privatize_Social_Security_Conservative_reactionmedium.png,2022-07-05 14:34
1671,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_6.png,representative_username,Representative Eric Wang,@RepresentativeEricWang,Social Security is a social contract that guarantees a basic level of income for all Americans. Privatizing it would exacerbate income inequality and leave the most vulnerable citizens without a safety net.,Privatize_Social_Security,Liberal,high,711,162,2799,male_asian_representative_username_prof_Privatize_Social_Security_Liberal_reactionhigh.png,2022-07-05 14:34
1672,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_3.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,Social Security is a shared responsibility and a testament to our society's commitment to care for our elderly. Privatization would undermine this.,Privatize_Social_Security,Liberal,low,0,1,41,male_asian_representative_username_prof_Privatize_Social_Security_Liberal_reactionlow.png,2022-07-05 14:34
1673,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Social Security is a shared responsibility and a testament to our society's commitment to care for our elderly. Privatization would undermine this.,Privatize_Social_Security,Liberal,medium,72,45,240,male_asian_representative_username_prof_Privatize_Social_Security_Liberal_reactionmedium.png,2022-07-05 14:34
1674,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_11.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,Tort reform can also improve public safety by holding companies accountable for their actions and preventing negligent behavior.,Tort_Reform,Conservative,high,801,162,2733,male_asian_representative_username_prof_Tort_Reform_Conservative_reactionhigh.png,2022-07-05 14:34
1675,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_1.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,Tort reform can also improve public safety by holding companies accountable for their actions and preventing negligent behavior.,Tort_Reform,Conservative,low,0,2,35,male_asian_representative_username_prof_Tort_Reform_Conservative_reactionlow.png,2022-07-05 14:34
1676,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_6.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,"By limiting excessive damages and lowering the cost of litigation, tort reform can encourage innovation and support economic growth.",Tort_Reform,Conservative,medium,97,35,142,male_asian_representative_username_prof_Tort_Reform_Conservative_reactionmedium.png,2022-07-05 14:34
1677,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_10.png,representative_username,Representative Andy Kim,@RepresentativeAndyKim,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Tort_Reform,Liberal,high,801,238,2733,male_asian_representative_username_prof_Tort_Reform_Liberal_reactionhigh.png,2022-07-05 14:34
1678,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_3.png,representative_username,Representative Young Le,@RepresentativeYoungLe,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Tort_Reform,Liberal,low,0,0,35,male_asian_representative_username_prof_Tort_Reform_Liberal_reactionlow.png,2022-07-05 14:34
1679,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,representative_username,Representative Dan Yang,@RepresentativeDanYang,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Tort_Reform,Liberal,medium,72,45,240,male_asian_representative_username_prof_Tort_Reform_Liberal_reactionmedium.png,2022-07-05 14:34
1680,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_5.png,spam_name,youngle923442,@youngle923442,"Abortion does not empower women, it exploits them and denies them the opportunity to be mothers.",Abortion,Conservative,high,711,238,3035,male_asian_spam_name_prof_Abortion_Conservative_reactionhigh.png,2022-07-05 14:34
1681,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_2.png,spam_name,14732kim,@14732kim,"Abortion does not empower women, it exploits them and denies them the opportunity to be mothers.",Abortion,Conservative,low,0,0,41,male_asian_spam_name_prof_Abortion_Conservative_reactionlow.png,2022-07-05 14:34
1682,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_9.png,spam_name,14732kim,@14732kim,"Abortion is not a solution to unplanned pregnancies, adoption is a loving option that allows the child to live.",Abortion,Conservative,medium,72,45,142,male_asian_spam_name_prof_Abortion_Conservative_reactionmedium.png,2022-07-05 14:34
1683,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_8.png,spam_name,0289dan.yang,@0289dan.yang,Abortion is a necessary healthcare option that allows women to have control over their own bodies and lives.,Abortion,Liberal,high,711,162,2733,male_asian_spam_name_prof_Abortion_Liberal_reactionhigh.png,2022-07-05 14:34
1684,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_8.png,spam_name,youngle923442,@youngle923442,"Abortion is a deeply personal decision that should be made by a woman in consultation with her doctor, without interference from politicians.",Abortion,Liberal,low,0,0,41,male_asian_spam_name_prof_Abortion_Liberal_reactionlow.png,2022-07-05 14:34
1685,male,asian,prof,input/dalle/prof/male_asian/Male-Asian-image_2.png,spam_name,0289dan.yang,@0289dan.yang,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Abortion,Liberal,medium,72,24,103,male_asian_spam_name_prof_Abortion_Liberal_reactionmedium.png,2022-07-05 14:34
